Type,Name,Component,Amount
Rig,Railgun Collision Accelerator II,Fried Interface Circuit,158
Rig,Railgun Collision Accelerator II,Defective Current Pump,47
Rig,Railgun Collision Accelerator III,Railgun Collision Accelerator III Blueprint,1
Rig,Railgun Collision Accelerator III,Tripped Power Circuit,296
Rig,Railgun Collision Accelerator III,Defective Current Pump,116
Rig,Railgun Ambit Extension I,Railgun Ambit Extension I Blueprint,1
Rig,Railgun Ambit Extension I,Charred Micro Circuit,68
Rig,Railgun Ambit Extension I,Defective Current Pump,22
Rig,Railgun Ambit Extension II,Railgun Ambit Extension II Blueprint,1
Rig,Railgun Ambit Extension II,Fried Interface Circuit,113
Rig,Railgun Ambit Extension II,Defective Current Pump,54
Rig,Railgun Ambit Extension III,Railgun Ambit Extension III Blueprint,1
Rig,Railgun Ambit Extension III,Tripped Power Circuit,211
Rig,Railgun Ambit Extension III,Defective Current Pump,135
Rig,Railgun Discharge Elutriation I,Railgun Discharge Elutriation I Blueprint,1
Rig,Railgun Discharge Elutriation I,Charred Micro Circuit,33
Rig,Railgun Discharge Elutriation I,Defective Current Pump,18
Rig,Railgun Discharge Elutriation II,Railgun Discharge Elutriation II Blueprint,1
Rig,Railgun Discharge Elutriation II,Fried Interface Circuit,54
Rig,Railgun Discharge Elutriation II,Defective Current Pump,44
Rig,Railgun Discharge Elutriation III,Railgun Discharge Elutriation III Blueprint,1
Rig,Railgun Discharge Elutriation III,Tripped Power Circuit,101
Rig,Railgun Discharge Elutriation III,Defective Current Pump,110
Rig,Railgun Burst Aerator I,Railgun Burst Aerator I Blueprint,1
Rig,Railgun Burst Aerator I,Charred Micro Circuit,88
Rig,Railgun Burst Aerator I,Defective Current Pump,21
Rig,Railgun Burst Aerator II,Railgun Burst Aerator II Blueprint,1
Rig,Railgun Burst Aerator II,Fried Interface Circuit,146
Rig,Railgun Burst Aerator II,Defective Current Pump,51
Rig,Railgun Burst Aerator III,Railgun Burst Aerator III Blueprint,1
Rig,Railgun Burst Aerator III,Tripped Power Circuit,273
Rig,Railgun Burst Aerator III,Defective Current Pump,127
Rig,Algid Railgun Administrations Unit I,Algid Railgun Administrations Unit I Blueprint,1
Rig,Algid Railgun Administrations Unit I,Charred Micro Circuit,28
Rig,Algid Railgun Administrations Unit I,Defective Current Pump,16
Rig,Algid Railgun Administrations Unit II,Algid Railgun Administrations Unit II Blueprint,1
Rig,Algid Railgun Administrations Unit II,Fried Interface Circuit,47
Rig,Algid Railgun Administrations Unit II,Defective Current Pump,40
Rig,Algid Railgun Administrations Unit III,Algid Railgun Administrations Unit III Blueprint,1
Rig,Algid Railgun Administrations Unit III,Tripped Power Circuit,87
Rig,Algid Railgun Administrations Unit III,Defective Current Pump,99
Rig,Laser Collision Accelerator I,Laser Collision Accelerator I Blueprint,1
Rig,Laser Collision Accelerator I,Smashed Trigger Unit,48
Rig,Laser Collision Accelerator I,Conductive Polymer,56
Rig,Laser Collision Accelerator II,Laser Collision Accelerator II Blueprint,1
Rig,Laser Collision Accelerator II,Damaged Close-in Weapon System,79
Rig,Laser Collision Accelerator II,Conductive Polymer,139
Rig,Laser Collision Accelerator III,Laser Collision Accelerator III Blueprint,1
Rig,Laser Collision Accelerator III,Scorched Telemetry Processor,148
Rig,Laser Collision Accelerator III,Conductive Polymer,347
Rig,Laser Ambit Extension I,Laser Ambit Extension I Blueprint,1
Rig,Laser Ambit Extension I,Smashed Trigger Unit,34
Rig,Laser Ambit Extension I,Conductive Polymer,65
Rig,Laser Ambit Extension II,Laser Ambit Extension II Blueprint,1
Rig,Laser Ambit Extension II,Damaged Close-in Weapon System,57
Rig,Laser Ambit Extension II,Conductive Polymer,162
Rig,Laser Ambit Extension III,Laser Ambit Extension III Blueprint,1
Rig,Laser Ambit Extension III,Scorched Telemetry Processor,106
Rig,Laser Ambit Extension III,Conductive Polymer,405
Rig,Laser Discharge Elutriation I,Laser Discharge Elutriation I Blueprint,1
Rig,Laser Discharge Elutriation I,Smashed Trigger Unit,17
Rig,Laser Discharge Elutriation I,Conductive Polymer,53
Rig,Laser Discharge Elutriation II,Laser Discharge Elutriation II Blueprint,1
Rig,Laser Discharge Elutriation II,Damaged Close-in Weapon System,27
Rig,Laser Discharge Elutriation II,Conductive Polymer,132
Rig,Laser Discharge Elutriation III,Laser Discharge Elutriation III Blueprint,1
Rig,Laser Discharge Elutriation III,Scorched Telemetry Processor,51
Rig,Laser Discharge Elutriation III,Conductive Polymer,330
Rig,Laser Burst Aerator I,Laser Burst Aerator I Blueprint,1
Rig,Laser Burst Aerator I,Smashed Trigger Unit,44
Rig,Laser Burst Aerator I,Conductive Polymer,61
Rig,Laser Burst Aerator II,Laser Burst Aerator II Blueprint,1
Rig,Laser Burst Aerator II,Damaged Close-in Weapon System,73
Rig,Laser Burst Aerator II,Conductive Polymer,152
Rig,Laser Burst Aerator III,Laser Burst Aerator III Blueprint,1
Rig,Laser Burst Aerator III,Scorched Telemetry Processor,137
Rig,Laser Burst Aerator III,Conductive Polymer,380
Rig,Algid Energy Administrations Unit I,Algid Energy Administrations Unit I Blueprint,1
Rig,Algid Energy Administrations Unit I,Smashed Trigger Unit,14
Rig,Algid Energy Administrations Unit I,Conductive Polymer,48
Rig,Algid Energy Administrations Unit II,Algid Energy Administrations Unit II Blueprint,1
Rig,Algid Energy Administrations Unit II,Damaged Close-in Weapon System,24
Rig,Algid Energy Administrations Unit II,Conductive Polymer,119
Rig,Algid Energy Administrations Unit III,Algid Energy Administrations Unit III Blueprint,1
Rig,Algid Energy Administrations Unit III,Scorched Telemetry Processor,44
Rig,Algid Energy Administrations Unit III,Conductive Polymer,296
Rig,Cannon Collision Accelerator I,Cannon Collision Accelerator I Blueprint,1
Rig,Cannon Collision Accelerator I,Charred Micro Circuit,95
Rig,Cannon Collision Accelerator I,Contaminated Nanite Compound,14
Rig,Cannon Collision Accelerator II,Cannon Collision Accelerator II Blueprint,1
Rig,Cannon Collision Accelerator II,Fried Interface Circuit,158
Rig,Cannon Collision Accelerator II,Contaminated Nanite Compound,35
Rig,Cannon Collision Accelerator III,Cannon Collision Accelerator III Blueprint,1
Rig,Cannon Collision Accelerator III,Tripped Power Circuit,296
Rig,Cannon Collision Accelerator III,Contaminated Nanite Compound,87
Rig,Cannon Ambit Extension I,Cannon Ambit Extension I Blueprint,1
Rig,Cannon Ambit Extension I,Charred Micro Circuit,68
Rig,Cannon Ambit Extension I,Contaminated Nanite Compound,17
Rig,Cannon Ambit Extension II,Cannon Ambit Extension II Blueprint,1
Rig,Cannon Ambit Extension II,Fried Interface Circuit,113
Rig,Cannon Ambit Extension II,Contaminated Nanite Compound,41
Rig,Cannon Ambit Extension III,Cannon Ambit Extension III Blueprint,1
Rig,Cannon Ambit Extension III,Tripped Power Circuit,211
Rig,Cannon Ambit Extension III,Contaminated Nanite Compound,102
Rig,Cannon Burst Aerator I,Cannon Burst Aerator I Blueprint,1
Rig,Cannon Burst Aerator I,Charred Micro Circuit,88
Rig,Cannon Burst Aerator I,Contaminated Nanite Compound,16
Rig,Cannon Burst Aerator II,Cannon Burst Aerator II Blueprint,1
Rig,Cannon Burst Aerator II,Fried Interface Circuit,146
Rig,Cannon Burst Aerator II,Contaminated Nanite Compound,38
Rig,Cannon Burst Aerator III,Cannon Burst Aerator III Blueprint,1
Rig,Cannon Burst Aerator III,Tripped Power Circuit,273
Rig,Cannon Burst Aerator III,Contaminated Nanite Compound,95
Rig,Cannon Metastasis Adjuster I,Cannon Metastasis Adjuster I Blueprint,1
Rig,Cannon Metastasis Adjuster I,Charred Micro Circuit,28
Rig,Cannon Metastasis Adjuster I,Contaminated Nanite Compound,12
Rig,Cannon Metastasis Adjuster II,Cannon Metastasis Adjuster II Blueprint,1
Rig,Cannon Metastasis Adjuster II,Fried Interface Circuit,47
Rig,Cannon Metastasis Adjuster II,Contaminated Nanite Compound,30
Rig,Cannon Metastasis Adjuster III,Cannon Metastasis Adjuster III Blueprint,1
Rig,Cannon Metastasis Adjuster III,Tripped Power Circuit,87
Rig,Cannon Metastasis Adjuster III,Contaminated Nanite Compound,74
Rig,Decomposer Collision Accelerator I,Decomposer Collision Accelerator I Blueprint,1
Rig,Decomposer Collision Accelerator I,Smashed Trigger Unit,48
Rig,Decomposer Collision Accelerator I,Conductive Polymer,56
Rig,Decomposer Collision Accelerator II,Decomposer Collision Accelerator II Blueprint,1
Rig,Decomposer Collision Accelerator II,Damaged Close-in Weapon System,79
Rig,Decomposer Collision Accelerator II,Conductive Polymer,139
Rig,Decomposer Collision Accelerator III,Decomposer Collision Accelerator III Blueprint,1
Rig,Decomposer Collision Accelerator III,Scorched Telemetry Processor,148
Rig,Decomposer Collision Accelerator III,Conductive Polymer,347
Rig,Decomposer Ambit Extension I,Decomposer Ambit Extension I Blueprint,1
Rig,Decomposer Ambit Extension I,Smashed Trigger Unit,34
Rig,Decomposer Ambit Extension I,Conductive Polymer,65
Rig,Decomposer Ambit Extension II,Decomposer Ambit Extension II Blueprint,1
Rig,Decomposer Ambit Extension II,Damaged Close-in Weapon System,57
Rig,Decomposer Ambit Extension II,Conductive Polymer,162
Rig,Decomposer Ambit Extension III,Decomposer Ambit Extension III Blueprint,1
Rig,Decomposer Ambit Extension III,Scorched Telemetry Processor,106
Rig,Decomposer Ambit Extension III,Conductive Polymer,405
Rig,Decomposer Discharge Elutriation I,Decomposer Discharge Elutriation I Blueprint,1
Rig,Decomposer Discharge Elutriation I,Smashed Trigger Unit,17
Rig,Decomposer Discharge Elutriation I,Conductive Polymer,53
Rig,Decomposer Discharge Elutriation II,Decomposer Discharge Elutriation II Blueprint,1
Rig,Decomposer Discharge Elutriation II,Damaged Close-in Weapon System,27
Rig,Decomposer Discharge Elutriation II,Conductive Polymer,132
Rig,Decomposer Discharge Elutriation III,Decomposer Discharge Elutriation III Blueprint,1
Rig,Decomposer Discharge Elutriation III,Scorched Telemetry Processor,51
Rig,Decomposer Discharge Elutriation III,Conductive Polymer,330
Rig,Decomposer Burst Aerator I,Decomposer Burst Aerator I Blueprint,1
Rig,Decomposer Burst Aerator I,Smashed Trigger Unit,44
Rig,Decomposer Burst Aerator I,Conductive Polymer,61
Rig,Decomposer Burst Aerator II,Decomposer Burst Aerator II Blueprint,1
Rig,Decomposer Burst Aerator II,Damaged Close-in Weapon System,73
Rig,Decomposer Burst Aerator II,Conductive Polymer,152
Rig,Decomposer Burst Aerator III,Decomposer Burst Aerator III Blueprint,1
Rig,Decomposer Burst Aerator III,Scorched Telemetry Processor,137
Rig,Decomposer Burst Aerator III,Conductive Polymer,380
Rig,Decomposer Algid Hybrid Administrations Unit I,Decomposer Algid Hybrid Administrations Unit I Blueprint,1
Rig,Decomposer Algid Hybrid Administrations Unit I,Smashed Trigger Unit,14
Rig,Decomposer Algid Hybrid Administrations Unit I,Conductive Polymer,48
Rig,Decomposer Algid Hybrid Administrations Unit II,Decomposer Algid Hybrid Administrations Unit II Blueprint,1
Rig,Decomposer Algid Hybrid Administrations Unit II,Damaged Close-in Weapon System,24
Rig,Decomposer Algid Hybrid Administrations Unit II,Conductive Polymer,119
Rig,Decomposer Algid Hybrid Administrations Unit III,Decomposer Algid Hybrid Administrations Unit III Blueprint,1
Rig,Decomposer Algid Hybrid Administrations Unit III,Scorched Telemetry Processor,44
Rig,Decomposer Algid Hybrid Administrations Unit III,Conductive Polymer,296
Rig,Warhead Flare Catalyst I,Warhead Flare Catalyst I Blueprint,1
Rig,Warhead Flare Catalyst I,Charred Micro Circuit,57
Rig,Warhead Flare Catalyst I,Smashed Trigger Unit,35
Rig,Warhead Flare Catalyst II,Warhead Flare Catalyst II Blueprint,1
Rig,Warhead Flare Catalyst II,Fried Interface Circuit,95
Rig,Warhead Flare Catalyst II,Damaged Close-in Weapon System,58
Rig,Warhead Flare Catalyst III,Warhead Flare Catalyst III Blueprint,1
Rig,Warhead Flare Catalyst III,Tripped Power Circuit,178
Rig,Warhead Flare Catalyst III,Scorched Telemetry Processor,109
Rig,Warhead Calefaction Catalyst I,Warhead Calefaction Catalyst I Blueprint,1
Rig,Warhead Calefaction Catalyst I,Charred Micro Circuit,98
Rig,Warhead Calefaction Catalyst I,Smashed Trigger Unit,27
Rig,Warhead Calefaction Catalyst II,Warhead Calefaction Catalyst II Blueprint,1
Rig,Warhead Calefaction Catalyst II,Fried Interface Circuit,163
Rig,Warhead Calefaction Catalyst II,Damaged Close-in Weapon System,44
Rig,Warhead Calefaction Catalyst III,Warhead Calefaction Catalyst III Blueprint,1
Rig,Warhead Calefaction Catalyst III,Tripped Power Circuit,305
Rig,Warhead Calefaction Catalyst III,Scorched Telemetry Processor,83
Rig,Warhead Rigor Catalyst I,Warhead Rigor Catalyst I Blueprint,1
Rig,Warhead Rigor Catalyst I,Charred Micro Circuit,56
Rig,Warhead Rigor Catalyst I,Smashed Trigger Unit,39
Rig,Warhead Rigor Catalyst II,Warhead Rigor Catalyst II Blueprint,1
Rig,Warhead Rigor Catalyst II,Fried Interface Circuit,93
Rig,Warhead Rigor Catalyst II,Damaged Close-in Weapon System,64
Rig,Warhead Rigor Catalyst III,Warhead Rigor Catalyst III Blueprint,1
Rig,Warhead Rigor Catalyst III,Tripped Power Circuit,174
Rig,Warhead Rigor Catalyst III,Scorched Telemetry Processor,120
Rig,Rocket Fuel Cache Partition I,Rocket Fuel Cache Partition I Blueprint,1
Rig,Rocket Fuel Cache Partition I,Charred Micro Circuit,38
Rig,Rocket Fuel Cache Partition I,Smashed Trigger Unit,29
Rig,Rocket Fuel Cache Partition II,Rocket Fuel Cache Partition II Blueprint,1
Rig,Rocket Fuel Cache Partition II,Fried Interface Circuit,64
Rig,Rocket Fuel Cache Partition II,Damaged Close-in Weapon System,48
Rig,Rocket Fuel Cache Partition III,Rocket Fuel Cache Partition III Blueprint,1
Rig,Rocket Fuel Cache Partition III,Tripped Power Circuit,119
Rig,Rocket Fuel Cache Partition III,Scorched Telemetry Processor,90
Rig,Hydraulic Bay Thrusters I,Hydraulic Bay Thrusters I Blueprint,1
Rig,Hydraulic Bay Thrusters I,Charred Micro Circuit,37
Rig,Hydraulic Bay Thrusters I,Smashed Trigger Unit,27
Rig,Hydraulic Bay Thrusters II,Hydraulic Bay Thrusters II Blueprint,1
Rig,Hydraulic Bay Thrusters II,Fried Interface Circuit,62
Rig,Hydraulic Bay Thrusters II,Damaged Close-in Weapon System,45
Rig,Hydraulic Bay Thrusters III,Hydraulic Bay Thrusters III Blueprint,1
Rig,Hydraulic Bay Thrusters III,Tripped Power Circuit,116
Rig,Hydraulic Bay Thrusters III,Scorched Telemetry Processor,83
Rig,Bay Loading Accelerator I,Bay Loading Accelerator I Blueprint,1
Rig,Bay Loading Accelerator I,Charred Micro Circuit,94
Rig,Bay Loading Accelerator I,Smashed Trigger Unit,28
Rig,Bay Loading Accelerator II,Bay Loading Accelerator II Blueprint,1
Rig,Bay Loading Accelerator II,Fried Interface Circuit,156
Rig,Bay Loading Accelerator II,Damaged Close-in Weapon System,46
Rig,Bay Loading Accelerator III,Bay Loading Accelerator III Blueprint,1
Rig,Bay Loading Accelerator III,Tripped Power Circuit,292
Rig,Bay Loading Accelerator III,Scorched Telemetry Processor,86
Rig,Core Defense Operational Solidifier I,Core Defense Operational Solidifier I Blueprint,1
Rig,Core Defense Operational Solidifier I,Charred Micro Circuit,31
Rig,Core Defense Operational Solidifier I,Defective Current Pump,15
Rig,Core Defense Operational Solidifier II,Core Defense Operational Solidifier II Blueprint,1
Rig,Core Defense Operational Solidifier II,Fried Interface Circuit,52
Rig,Core Defense Operational Solidifier II,Defective Current Pump,37
Rig,Core Defense Operational Solidifier III,Core Defense Operational Solidifier III Blueprint,1
Rig,Core Defense Operational Solidifier III,Tripped Power Circuit,97
Rig,Core Defense Operational Solidifier III,Defective Current Pump,93
Rig,Core Defense Charge Economizer I,Core Defense Charge Economizer I Blueprint,1
Rig,Core Defense Charge Economizer I,Charred Micro Circuit,62
Rig,Core Defense Charge Economizer I,Defective Current Pump,20
Rig,Core Defense Charge Economizer II,Core Defense Charge Economizer II Blueprint,1
Rig,Core Defense Charge Economizer II,Fried Interface Circuit,103
Rig,Core Defense Charge Economizer II,Defective Current Pump,50
Rig,Core Defense Charge Economizer III,Core Defense Charge Economizer III Blueprint,1
Rig,Core Defense Charge Economizer III,Tripped Power Circuit,193
Rig,Core Defense Charge Economizer III,Defective Current Pump,124
Rig,Core Defense Capacitor Safeguard I,Core Defense Capacitor Safeguard I Blueprint,1
Rig,Core Defense Capacitor Safeguard I,Charred Micro Circuit,57
Rig,Core Defense Capacitor Safeguard I,Defective Current Pump,16
Rig,Core Defense Capacitor Safeguard II,Core Defense Capacitor Safeguard II Blueprint,1
Rig,Core Defense Capacitor Safeguard II,Fried Interface Circuit,94
Rig,Core Defense Capacitor Safeguard II,Defective Current Pump,39
Rig,Core Defense Capacitor Safeguard III,Core Defense Capacitor Safeguard III Blueprint,1
Rig,Core Defense Capacitor Safeguard III,Tripped Power Circuit,176
Rig,Core Defense Capacitor Safeguard III,Defective Current Pump,96
Rig,Core Defense Field Extender I,Core Defense Field Extender I Blueprint,1
Rig,Core Defense Field Extender I,Charred Micro Circuit,96
Rig,Core Defense Field Extender I,Defective Current Pump,22
Rig,Core Defense Field Extender II,Core Defense Field Extender II Blueprint,1
Rig,Core Defense Field Extender II,Fried Interface Circuit,160
Rig,Core Defense Field Extender II,Defective Current Pump,54
Rig,Core Defense Field Extender III,Core Defense Field Extender III Blueprint,1
Rig,Core Defense Field Extender III,Tripped Power Circuit,300
Rig,Core Defense Field Extender III,Defective Current Pump,134
Rig,Anti-Explosive Screen Reinforcer I,Anti-Explosive Screen Reinforcer I Blueprint,1
Rig,Anti-Explosive Screen Reinforcer I,Charred Micro Circuit,62
Rig,Anti-Explosive Screen Reinforcer I,Defective Current Pump,20
Rig,Anti-Explosive Screen Reinforcer II,Anti-Explosive Screen Reinforcer II Blueprint,1
Rig,Anti-Explosive Screen Reinforcer II,Fried Interface Circuit,102
Rig,Anti-Explosive Screen Reinforcer II,Defective Current Pump,49
Rig,Anti-Explosive Screen Reinforcer III,Anti-Explosive Screen Reinforcer III Blueprint,1
